index,artist,title,lyrics sentiment,mood,lyrics,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
ML11,The Clientele,Impossible,neg,relaxed,"There’s a place that we can go\nAt the end of a long slow day\nStreetlamps fuse the rising night\nI feel so far away\n\nWhen you came back late, from the garden\nI couldn’t turn my eyes\nAnd I was dead\n\nOutside in the crowded pines\nShips are sailing though the wood\nImpossible\n\nLeaving in the space between\nThe Hovis homes, the railway heath\nImpossible\n\nI can see my freedom but I need a little time\nYour hair wet and your arms full\nYou were dead, you were alive\n\nLooking in the heart of light\nLooking into the silence\nFrom those nights so frigid\n\nThey seemed hardly real\nThrough the last light on the plain\nRoland to the dark tower came\n\nWeialala leia\nWeialala leia\nImpossible\nImpossible\nImpossible",6u8pGnMnLWwOolAJMp4YiE,0.39299999999999996,0.608,4,-12.01,1,0.034,0.0504,0.000276,0.204,0.758,111.428
ML12,The Tallest Man on Earth,Love Is All,pos,sad,"Well I walk upon the river like it's easier than land\nEvil's in my pocket and your will is in my hand\nOh, your will is in my hand\nAnd I'll throw it in the current that I stand upon so still\nLove is all, from what I've heard, but my heart's learned to kill\nOh, mine has learned to kill\n\nOh, I said I could rise\nFrom the harness of our goals\nHere come the tears\nBut like always, I let them go\nJust let them go\n\nAnd now spikes will keep on falling from the heavens to the floor\nThe future was our skin and now we don't dream anymore\nNo, we don't dream anymore\nLike a house made from spider webs and the clouds rolling in\nI bet this mighty river's both my savior and my sin\nOh, my savior and my sin\n\nOh, I said I could rise\nFrom the harness of our goals\nHere come the tears\nBut like always, I let them go\nJust let them go\n\nWell I walk upon the river like it's easier than land\nEvil's in my pocket and your strength is in my hand\nYour strength is in my hand\nAnd I'll throw you in the current that I stand upon so still\nLove is all, from what I've heard, but my heart's learned to kill\nOh, mine has learned to kill\n\nOh, I said I could rise\nFrom the harness of our goals\nHere come the tears\nBut like always, I let them go\nJust let them go",2DrSgd6JEu4r5DmFoLLplB,0.428,0.281,2,-10.389000000000001,1,0.0287,0.951,0.25,0.111,0.318,103.296
ML13,Garbage,Silence Is Golden,neg,angry,"If I am silent, then I am not real\nIf I speak up, then no one will hear\nIf I wear a mask, there's somewhere to hide\n\nSilence is golden\nI have been broken\nSafe in my own skin\nSo nobody wins\n\nIf I raise my voice, will someone get hurt?\nAnd if I can't feel, then I won't get touched\nIf no truths are spoken, then no lies can hide\n\nSilence is golden\nI have been broken\nSafe in my own skin\nSo nobody wins\nSilence is golden\nNobody gets in\nSafe in my own skin\nSo nobody wins\n\nDid you hear me speak?\nDo you understand?\nDid you hear my voice?\nWill you hold my hand?\nDo you understand me?\n\nWon't someone listen?\nNobody gets in\nMy body's a temple\nBut nothing is simple\nSilence is golden\nI have been broken\nSomething was stolen\nSafe in my own skin\nSafe in my own skin\nWon't someone listen?\nMy body's a temple\nBut nothing is simple\nMy body's a temple\nBut nothing is simple\nSomething was stolen\nI have been broken\nI have been broken\nSilence is golden\nI have been broken\nSafe in my own skin",4Ve66CBSEnK0MuEYsqxN7N,0.386,0.879,11,-4.988,0,0.0469,0.00161,0.000134,0.36700000000000005,0.39,108.06
ML14,Van Morrison,And It Stoned Me,pos,relaxed,"Half a mile from the county fair\nAnd the rain came pourin' down\nMe and Billy standin' there\nWith a silver half a crown\nHands are full of fishin' rods\nAnd the tackle on our backs\nWe just stood there gettin' wet\nWith our backs against the fence\n\nOh, the water\nOh, the water\nOh, the water\nHope it don't rain all day\n\nAnd it stoned me to my soul\nStoned me just like Jelly Roll\nAnd it stoned me\nAnd it stoned me to my soul\nStoned me just like going home\nAnd it stoned me\n\nThen the rain let up and the sun came up\nAnd we were gettin' dry\nAlmost let a pick-up truck nearly pass us by\nSo we jumped right in and the driver grinned\nAnd he dropped us up the road\nAnd we looked at the swim and we jumped right in\nNot to mention fishing poles\n\nOh, the water\nOh, the water\nOh, the water\nLet it run all over me\n\nWell it stoned me to my soul\nStoned me just like Jelly Roll\nAnd it stoned me\nAnd it stoned me to my soul\nStoned me just like going home\nAnd it stoned me\n\n\nOn the way back home we sang a song\nBut our throats were getting dry\nThen we saw the man from across the road\nWith the sunshine in his eyes\nWell he lived all alone in his own little home\nWith a great big gallon jar\nThere were bottles too, one for me and you\nAnd he said ""Hey! There you are""\n\nOh, the water\nOh, the water\nOh, the water\nGet it myself from the mountain stream\n\nWell it stoned me to my soul\nStoned me just like Jelly Roll\nAnd it stoned me\nAnd it stoned me to my soul\nStoned me just like going home\nAnd it stoned me\nWell it stoned me to my soul\nStoned me just like Jelly Roll\nAnd it stoned me\nAnd it stoned me to my soul\nStoned me just like going home\nAnd it stoned me",3n5iUh2Z6P7cnWins22W0F,0.593,0.46799999999999997,7,-11.165,1,0.0285,0.35,3.52e-05,0.0919,0.597,75.798
ML15,The Proclaimers,I'm On My Way,pos,happy,"I'm on my way from misery to happiness today\nAh-hah (ah-hah) ah-hah (ah-hah)\nI'm on my way from misery to happiness today\nAh-hah (ah-hah) ah-hah (ah-hah)\nI'm on my way to what I want from this world\nAnd years from now you'll make it to the next world\nAnd everything that you receive up yonder\nIs what you gave to me the day I wandered\nI took a right, I took a right turning yesterday\nAh-hah (ah-hah) ah-hah (ah-hah), yeah\nI took a right, I took a right turning yesterday\nYeah yeah yeah yeah\nI took the road that brought me to your home town\nI took the bus to streets that I could walk down\nI walked the streets to find the one I'd looked for\nI climbed the stair that led me to your front door\nAnd now that I don't want for anything\nI'd have Al Jolson sing I'm sitting on top of the world\nI'll do my best, I'll do my best to do the best I can\nAh-hah (ah-hah) ah-hah (ah-hah), yeah\nI'll do my best, I'll do my best to do the best I can\nHa-ah ha-ah ha-ah ha-ah\nTo keep my feet from jumping from the   ground, dear\nTo keep my heart from jumping through my mouth, dear\nTo keep the past, the past and not the present\nTo try and learn when you teach me a lesson\nAnd now that I don't want for anything\nI'd have Al Jolson sing I'm sitting on top of the world\nI'm on my way from misery to happiness today\nAh-hah (ah-hah) ah-hah (ah-hah)\nI'm on my way from misery to happiness today\nYeah yeah yeah yeah\nI'm on my way to what I want from this world\nAnd years from now you'll make it to the next world\nAnd everything that you receive up yonder\nIs what you gave to me the day I wandered\nI'm on my way to what I want from this world\nAnd years from now you'll make it to the next world\nAnd everything that you receive up yonder\nIs what you gave to me the day I wandered\n\nI'm on my way\nI'm on my way\nI'm on my way\nI'm on my way\nI'm on my way\nI'm on my way\n(fade...)",6AeeDSIe62nYvfSOtN2kwS,0.8240000000000001,0.634,8,-10.296,1,0.0342,0.363,0.0,0.0665,0.743,118.919
ML16,50 Cent,My Gun Go Off,neg,angry,"Nigga, my gun go off - you see the barrel turning\nYou feel the hollows burning, nigga, now you're learning\nNigga, my gun go off - call it attempted murder\nNigga, I'm trying to murk you when I come back busting\nNigga, my gun go off - don't try to say I'm tripping\nWhen I get to flipping and I smack the clip in\nNigga, my gun go off - we call it putting work in\nLeaving niggas hurting, homicide's lurking\nNigga, my gun go off\n\nFuckboy, you can see it to believe it\nTry to dodge and weave it, end up a paraplegic\nBelieve me, its easy, I'll hurt you, I'll murk you\nI'll pop something, drop something, I ain't going to stop hunting\nRun, run, 'til you're spun, one shot, one gun\nOne 911 emergency, it's murder, B\nIt's excellent execution when I'm pulling the trigger\nNo mistake for that cake, I'm hitting you and your niggas\nFeel the flame when I aim for the top of your brain\nSee the spark and the bang, nigga, shit ain't a game\nDo the math or get blast, bullets go through the glass\nGoes through your ass fast and the leather seat in your Nav\nNigga, its not a war when there's casualties on one side, I ride\nTurn it up on you nigga after Jake ride by\nI click-clack, that's that, I don't flash, I mash\nI wave the Uzi at them, I make a movie out them\n\nNigga, my gun go off - you see the barrel turning\nYou feel the hollows burning, nigga, now you're learning\nNigga, my gun go off - call it attempted murder\nNigga, I'm trying to murk you when I come back busting\nNigga, my gun go off - don't try to say I'm tripping\nWhen I get to flipping and I smack the clip in\nNigga, my gun go off - we call it putting work in\nLeaving niggas hurting, homicide's lurking\nNigga, my gun go off\n\nYou better lose yourself in the moment\nUse it, fuck the music, I'mma let it go\nYou only get one shot before I back out and fire back\nAt your hat, your back, your ass crack, your nutsack\nYour Cadillac, if you make it to that, I'm hitting that\nThe 70's was smack, the 80's crack\nThe 90's was grimy, millennium MACs, man\nClips on the whips I ride in them, bad bitches, I ride in them\nDon't worry, I'll get them, gat's jammed or unjammed\nGod damn safest the safety don't work, squeeze the eagle, it chirps\nEnd up faced down in the dirt more than hurt\nBring the beef where you hang out, bang out, shots ring out\nHit your shoulders trying to blow your brains out\nHit your homies in their legs, bet they have their canes out tomorrow\nYou know tomorrow's just a day away\nIf you can keep your heart beating, then your ass awake\n\nNigga, my gun go off - you see the barrel turning\nYou feel the hollows burning, nigga, now you're learning\nNigga, my gun go off - call it attempted murder\nNigga, I'm trying to murk you when I come back busting\nNigga, my gun go off - don't try to say I'm tripping\nWhen I get to flipping and I smack the clip in\nNigga, my gun go off - we call it putting work in\nLeaving niggas hurting, homicide's lurking\nNigga, my gun go off",2N9Cou3s4pxwsKZ9XLt70x,0.632,0.76,7,-4.273,1,0.28300000000000003,0.0922,1.25e-06,0.146,0.275,84.838
ML17,Collie Buddz,Mamacita,pos,happy,"Man tend a next shot of tequila\nThe vibes tonight yeah, so sweet yah\nI man spot this sweet senorita\nWe a bounce to the bass and di tweeter\nShe look, muy bonita\nThe way she move remind me of Selena\n:\nShe rock so, she dip so\nShe wanna dance to reggae and calypso\nLook how the dress hug up pon her hips so\nLook how she move fast and a do it slow\nMuy bonita\nMamacita\n:\nGal whine let me come behind yuh\nEh! Me make she feel alright\nWoulda dance all night if yuh want to\nEh! 'Till a mornin light\nLove how you feel in front a me so\nGal, let me hold you tight\n\nLook deh, a pure death in the arena\nNumber one gal, prima ballerina\nLittle girl, how u fi come in here\nShe nuh drink, only smoke sensimilla\nShe look, muy bonita\nYou nuh see it, that a my Mona Lisa\n\n (x2)\n\n\n (x2)",5OCZhydAsY1tXLxfLxiTYJ,0.578,0.846,4,-5.3629999999999995,0,0.10099999999999999,0.0128,0.0,0.0868,0.733,102.524
ML18,Avenged Sevenfold,Coming Home,pos,angry,"I've been away, searching for a reason\nAnother purpose to find\nI've sailed the seas, fought my many demons\nI've looked to gods in the skies\nI've stood in hell, where many had to suffer\nI stared the devil in the eyes\nWalked many roads to witness ancient idols\nAnd found the great gates of fire\n\nHad many storms, question my conviction\nGave armies reason to rise\nThe hangman's searching, for bones he can borrow\nWhile I escaped in the night, fight or flight\n\nLive again, all roads end\nI'll be coming home\nTend your light, 'cause on this night\nI'll be coming home\n\nEscaped the hail of calculated mortars\nThen drank the blood of a king\nThe desert rain has washed away direction\nHad angels looking after me\nSo it seems\n\nLive again, all roads end\nI'll be coming home\nTend your light, 'cause on this night\nI'll be coming home\n\nMy story ends, not far from where it started\nMy weary limbs have grown old\nI've seen the world through the eyes of a nomad\nHome is where the heart is I've been told\nSo I go\n\nLive again, all roads end\nI'll be coming home\nTend your light, 'cause on this night\nI'll be coming home\n\nI'm coming home\nI'm coming home\nI'm coming home\nI'm coming home",3vYP5IgBfHv9nWbNhTq3IS,0.37799999999999995,0.975,1,-6.447,0,0.055,0.000128,0.0018,0.204,0.457,178.00799999999998
ML19,Avril Lavigne,How Does It Feel,neg,sad,"I'm not afraid of anything\nI just need to know that I can breathe\nAnd I don't need much of anything\nBut suddenly, suddenly\nI am small and the world is big\nAll around me is fast moving\nSurrounded by so many things\nBut suddenly, suddenly\n\nHow does it feel to be\nDifferent from me?\nAre we the same?\nHow does it feel to be\nDifferent from me?\nAre we the same?\nHow does it feel?\n\nI'm young and I am free\nBut I get tired and I get weak\nI get lost and I can't sleep (I can't sleep)\nBut suddenly, suddenly\n\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\nHow does it feel?\n\nWould you comfort me?\nWould you cry with me?\nAh-ah-ah, ah-ah\nAh-ah, ah-ah\nAh-ah-ah, ah-ah\nAh-ah, ah-ah\nI am small and the world is big\nBut I'm not afraid of anything\n\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\nHow does it feel to be (To be)\nDifferent from me?\nAre we the same?\n\nAh-ah-ah, ah-ah\nAh-ah\nAh-ah-ah, ah-ah\nAh-ah\n\nHow does it feel?\nHow does it feel?\nYou're different from me, different\nHow does it feel?\nHow does it feel?\nYou're different from me, different\nHow does it feel?\nHow does it feel?\nYou're different from me, different\nHow does it feel?\nHow does it feel?\nYou're different from me",7vTCIwHvCT3zMmtYBo0uff,0.6459999999999999,0.583,0,-4.532,1,0.026000000000000002,0.0209,2.4e-06,0.11900000000000001,0.33899999999999997,118.055
ML20,The Streets,Never Went to Church,neg,sad,"Two great European narcotics, alcohol and Christianity\nI know which one I prefer\n\nWe never went to church\nJust get on with work and sometimes things'll hurt\nBut it's hit me since you left us\nAnd it's so hard not to search\nIf you were still about\nI'd ask you what I'm supposed to do now\nI just get a bit scared every now\nI hope I made you proud\n\nOn your birthday when mum passed the forks and spoons\nI put my head on the table, I was so distraught with you\nYou tidied your things into the bin the more poorly you grew\nSo there's nothing of yours to hold or to talk to\nYou put your hand up and interrupt the conversation with a ""But""\nPeople say I interrupt people with the same look\nSometimes I think so hard, I can't remember how your face looked\nStarted reading about dreams in your favourite book\nI panic and pace when I can't see the right thing to do\nYou'd be scratching your head through the best advice you knew\nAnd I feel sad I can't hear you reciting it through\nI miss you, Dad, but I've got nothing to remind me of you\n\nWe never went to church\nJust get on with work and sometimes things'll hurt\nBut it's hit me since you left us\nAnd it's so hard not to search\nIf you were still about\nI'd ask you what I'm supposed to do now\nI just get a bit scared every now\nI hope I made you proud\n\nI needed a break when your book about dreams was taken\nI needed to pray or see a priest that day\nI needed to leave this trade and just heave it away\nBut I cleaned up my place like you so I could see things straight\nI never cared about God when life was sailin' on the calm\nSo I said I'd get my head down\nAnd I'd deal with the ache in my heart\nAnd, for that, if God exists, I'd reckon he'd pay me regard\nMum says me and you are the same from the start\nI guess, then, you did leave me something to remind me of you\nEvery time I interrupt someone like you used to\nWhen I do something like you, you'll be on my mind all through\n'Cause I forgot you left me behind to remind me of you\n\nWe never went to church\nJust get on with work and sometimes things'll hurt\nBut it's hit me since you left us\nAnd it's so hard not to search\nIf you were still about\nI'd ask you what I'm supposed to do now\nI just get a bit scared every now\nI hope I made you proud\nWe never went to church\nJust get on with work and sometimes things'll hurt\nBut it's hit me since you left us\nAnd it's so hard not to search\nBut you, you still tell me how you didn't know\nWhat to do, even now\nAnd then I'm not so scared somehow\n'Cause I know that you'd be proud\n\nI got a good one for you, Dad\nI'm gonna see a priest, a Rabbi and a Protestant clergyman\nYou always said I should hedge my bets",5boibrn5Grky2xEm5aK13k,0.674,0.523,4,-3.659,0,0.304,0.1,0.0,0.12300000000000001,0.40399999999999997,72.79
ML21,Geto Boys,Chuckie,neg,angry,"I told you size wasn't shit, that's why I murdered your nieces\nWasn't my fault they found they head cut in 88 pieces\nDon't let 'em run, hurry up and catch 'em\nYou grab an arm, I grab an arm let's pull 'till we stretch 'em\nPlay pussy, get fucked means you're better off dead\nI wanna see food so I fished in a child's head\nMotherfuckers beware cause I'm sick\nDead heads and frog legs, mmm... cake mix!\nFriday the 13th the night of the living dead\nVampire arms walkin' 'round givin niggas head\nIf you didn't die, I would say you got lucky\nAll bodies found dead, fuck it, blame it on Chuckie\nBut this is child's play... motherfucka!!!\n\nAw, fuck, Chuck's on a killin' spree\nGimme some barb and I'll start by killin me\nWhen I murder, I tried to slack off\nNow 100 missiles blew a little girl's back off\nMy name is Chuckie, some say I'm insane\nYou give me some gin, and I might eat a dog's brain\nGive me a motherfuckin 15-pack\nAnd I'll be damned if I don't bring 15 dead niggas back\nA murder contest, you know I'll win it\nCause in every mailbox, there be a head with a knife in it\nI'm gettin' hungry, I need to be fed\nI feel like eatin' a bag of barbequed broke legs\nBustin' necks with a motherf*ckin' brick!\nHalf my body is Chuckie, the other half is Bushwick\nA short nigga always pumpin' some lead\nHaven't figured out a way to get my fist out your forehead\nWhat up? Get up, sit up, you get lit up\nA knife in his neck made a polar bear spit up\nA 9, a Uzi is my only utensil\nInside his chest they found 10,000 pencils\nYou have the nerve to go against Chuck?\nWith fifty guns aimed at you, how the fuck you gonna duck, yo?\nWhen I'm mad, I'm ready to slay\nThe graveyards are packed but it ain't nothin' but child's play\n\nYou'd better murder me, put me to rest\nCause if you don't I'll come out shootin' with my head in a bird's chest\nPissed off, the way I'm always soundin'\nKilled a punk in '82, and they just now found 'im\nSome say I'm crazy, some say I'm on crack\nBefore I die cut off my leg and let me die in Iraq\nA born loser, some say I'm mindless\nIf I get pissed off, you leave naked and spineless\nWorse than Charles Manson, never havin' a equal\nWent sleepwalking last night and killed 300 people\nWhen I woke up they had me chained to the floor\nWhen they told me what I did I killed 300 more, yo\nYou wanna rumble? Then go get your war hat\nI went to jail for assault with a carjack\nI might be small but my nuts are big\nThe worst that you could do is let me keep your fuckin' kids\nCause I'm a teach 'em how to act\nAnd if they ain't actin' right, they dyin' tonight\nSo, uh, ain't no use in you tryin' to spot 'em\nI send you a motherfuckin' note that says ""Chuckie's got em!""",1Fy5xpXtdlwAZXiszqLhZu,0.9009999999999999,0.536,1,-7.004,1,0.473,0.267,0.00023799999999999998,0.158,0.27,126.51799999999999
ML22,David Sylvian,September,pos,relaxed,The sun shines high above\nThe sounds of laughter\nThe birds swoop down upon\nThe crosses of old grey churches\nWe say that we're in love\nWhile secretly wishing for rain\nSipping Coke and playing games\nSeptember's here again\nSeptember's here again,1LxHpDkjD1u9yKKdh11wBq,0.462,0.067,6,-16.625,0,0.0387,0.927,0.000278,0.0995,0.271,36.959
ML23,Demon Hunter,The Tide Began To Rise,neg,sad,"I don't belong here\nI never saw this on the path I walk\nThe blood-stained walls, the lines of chalk on the floor\nIt's getting so hard\nI never saw the backlash when the tide began to rise\nI can't remember\nThe way it was when everything felt right\nMy mouth held shut and eyes sealed tight with control\n\nSo I remember on the inside\n(I found) A dark infernal place I don't want to face any more\n(Somehow) I won't stop feeding the pain, my heart's just the same as before\n(I found) A dark infernal place I don't want to face any more\nAnd somehow...\n\nSo now I'm stuck here\nBetween the guilty and the insincere\nThe words I've spoke have left me here all alone\nI should have known this\nI never saw the backlash when the tide began to rise\nI wish it all gone\nI could have burned it when I had that choice\nNow I'd die to kill this noise in my head\n\nSo I remember on the inside\n(I found) A dark infernal place I don't want to face any more\n(Somehow) I won't stop feeding the pain, my heart's just the same as before\n(I found) A dark infernal place I don't want to face any more\nAnd somehow...\n\nSo I remember on the inside, the inside\n\nIf this is all the love my spirit can give\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live\nIf this is all the love my spirit can give\n(Just take it back tonight)\nThere is not a reason more to live",0HEqPhCjh36WwQ3CBYlr9m,0.505,0.667,2,-6.872000000000001,0,0.0303,0.0132,0.0,0.273,0.151,137.977
ML24,Lily Holbrook,Better Left Unsaid,neg,sad,"You can cut my heart in sections\nAnd I'll show you no objection\nCause it's better than being alone\nIt's better than being alone\nAnd there's a strange elation\nIn your subtle assassination\nI thought I saw a glimmer of hope\nI thought I saw a glimmer of hope\nBut I don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI could stay here in the middle\nAnd speak to you in riddles\nBut I'd rather just feel the burn\nI'd rather feel the burn\nSo you can strike me with your matches\nAnd scatter me like ashes\nYour little angel playing in your dirt\nBut I don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nSome things I keep to myself\nSome things are better left unsaid\nAnd sometimes I feel like this could break me in half\nStill some things I'll never, ever tell\nBut I don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nI don't think that you could ever understand\n(And the rain keeps falling down)\nAnd I will let you chain me down for a while\nAnd I will let you wear my crown for a while",0CCeadjiIVSBbGRueKGDE2,0.555,0.57,1,-7.854,0,0.0303,0.701,0.00265,0.109,0.142,132.02700000000002
ML25,Creed,Illusion,neg,angry,"The sun rises to another day\nMy constitution keeps changing till it slips away\nSo I lie awake and stare\nMy mind thinking, just wondering does anybody care\n\nShould I stay or go?\nShould I sleep or stay awake?\nAm I really happy or is it all\nJust an illusion?\n\nSitting in my room now\nHiding thoughts, just hoping one day I'll get out\nI hear a voice call my name\nBreaking trance so silent, so I can stay the same\n\n\nWait now, many things are left unsaid\nThis life remains the same but I change\nI try to fool myself in believing\nThings are going to get better but life goes on\n\n\nJust an illusion",6MBCtmqATwY5KlPRd65A29,0.395,0.711,5,-5.043,1,0.0357,0.000169,0.0343,0.111,0.353,88.76899999999999
